id_nhs,indx,songfunction,score1,score2,score3,culture,hraf_region,hraf_subregion,meanest1,meancilo1,meancihi1,meanpval1,sdest1,sdcilo1,sdcihi1,meanest2,meancilo2,meancihi2,meanpval2,sdest2,sdcilo2,sdcihi2,meanest3,meancilo3,meancihi3,meanpval3,sdest3,sdcilo3,sdcihi3,nhs_region,hraf_subsistence,ncites,ncites_str,npassages
NHS-C001,2112,other,.33820298,.30106723,-.18743081,Kapauku (4),Oceania,Melanesia,-.18240149,-.7453528,.36481237,.52066666,.628740895628384,.366656282191689,.920266485300488,-.37213776,-.95199943,.19515622,.19883333,.706812227492041,.457063324119279,1.03876732214874,.50666398,-.0653845,1.0932307,.084583335,.780175113701029,.493626335585517,1.12842062748544,NHS-R13,intensive agriculturalists,4,4,13
NHS-C001,2119,dance,.43023905,.39386564,-.36061648,Kapauku (4),Oceania,Melanesia,-.18240149,-.7453528,.36481237,.52066666,.628740895628384,.366656282191689,.920266485300488,-.37213776,-.95199943,.19515622,.19883333,.706812227492041,.457063324119279,1.03876732214874,.50666398,-.0653845,1.0932307,.084583335,.780175113701029,.493626335585517,1.12842062748544,NHS-R13,intensive agriculturalists,4,4,13
NHS-C001,2110,love,-.51860845,-.35980117,-.22762805,Kapauku (4),Oceania,Melanesia,-.18240149,-.7453528,.36481237,.52066666,.628740895628384,.366656282191689,.920266485300488,-.37213776,-.95199943,.19515622,.19883333,.706812227492041,.457063324119279,1.03876732214874,.50666398,-.0653845,1.0932307,.084583335,.780175113701029,.493626335585517,1.12842062748544,NHS-R13,intensive agriculturalists,4,4,13
NHS-C002,2006,other,.80058259,1.0015552,.72121471,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2003,dance,.82112306,1.1894909,.19713645,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1993,dance,.66184849,.50832474,1.2802384,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1975,other,.051426236,-.21528466,.53799546,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1970,other,.81568474,-.0030962406,1.3726941,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2000,dance,.80225593,1.2111166,.21056384,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1982,dance,.44436982,.81863338,-.37166387,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2078,other,.0032976586,-.20199697,.011168614,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2029,other,.82598764,.81802338,.72958392,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2049,other,.66053766,-.10885145,.78498393,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2008,dance,.73571038,.79662198,-.064619876,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2023,dance,.35646793,.68064064,-.79777277,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2062,other,-1.9976567,1.5428962,.81262296,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2073,other,.29327896,-.42086816,-.5547511,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2039,other,.78345555,-.17609884,-1.1684855,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2057,other,.12102124,-.58623976,.48795897,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1985,dance,-.27089179,.80401343,-.72789377,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2044,dance,.6283673,.30129927,.17309982,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1988,dance,.12124727,.34144309,-1.4435014,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2072,other,.30315459,-.49323258,-.41327971,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1990,other,.93932706,-.82434994,1.1381171,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2025,dance,-.4210355,.15451229,-.48046225,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2005,dance,.86089325,1.0978117,.19475934,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2012,dance,.21477765,-.025321828,.32993701,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2040,dance,.87826967,1.0167127,.57085454,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2004,dance,.80677783,1.2175078,.19562113,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2041,dance,.84852219,.019693054,1.4190226,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2075,other,-.1018157,-.53121936,-.24200715,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2017,other,-.28918874,-.30940577,.29211557,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1995,dance,.79742646,1.2030939,.20612261,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2001,dance,.79388493,1.197265,.23610359,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2076,other,.49983093,-.19081242,.30743787,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2066,other,.64507067,.15134294,.63696063,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2046,dance,.8192957,.86165667,.099339895,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2054,other,-.0090443864,-.4475444,.2353324,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2088,dance,.61363661,.47190693,-.52704006,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1999,dance,.47914118,.83261526,-.023467714,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2068,dance,.15828614,.31076294,.60226524,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2002,dance,.65044892,.33884555,.96235472,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2022,dance,.46578848,.57947278,-.13848557,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2074,other,.20403901,-.26567012,.43268076,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2070,other,.39639235,-.50090069,.94060963,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1973,dance,.61016583,.011987445,.93119216,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2020,dance,-.066478312,.44208145,-.60861129,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1978,dance,.49543971,1.2394766,-.53771824,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2052,dance,.48184055,.78104359,-.75401223,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2050,other,.64789212,-.098616712,.77806807,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2048,dance,.80456305,.20843568,.9243136,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1983,dance,.089801632,.11524227,-.080705516,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2034,dance,.36247462,1.0526128,-.48196852,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,1984,other,.13420805,-.26668382,.29009676,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2030,other,.57383174,.28149408,.52718174,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2028,dance,.49267656,.6792382,.019547042,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
NHS-C002,2024,dance,.046613257,.80074728,-.48356566,Iroquois (16),North America,Eastern Woodlands,-.40286952,-.60190451,-.20843601,0,.677701555334866,.532108915090982,.778450676684542,-.31903192,-.52439916,-.13021757,.00083333335,.813821115520326,.6636527887146511,.92013835080629,-.21743424,-.41785458,-.018062228,.032499999,.843305603130613,.684901715320725,.962215659303114,NHS-R11,horticulturalists,16,16,121
